nombre,pos,rank_pos,edad,pg,eg,total_v2,vbd2,espn_id,p10,p25,p50,p75,p90
Eli Stowers,TE,52,23,2.28,12.8,29.2,-94.6,4431574,29.2,29.2,29.2,29.2,29.2
Eli Raridon,TE,53,22,2.28,12.8,29.2,-94.6,4831959,29.2,29.2,29.2,29.2,29.2
Drew Allar,QB,48,22,0.71,7.2,5.1,-95.3,4714771,5.1,5.1,5.1,5.1,5.1
Mike Washington Jr.,RB,56,23,4.13,11.4,46.9,-95.6,4686658,47.1,47.1,47.1,47.1,47.1
Charlie Kolar,TE,54,27,2.18,12.8,27.9,-95.9,4241263,8.4,16.4,27.3,42.3,63.0
Jaylen Wright,RB,67,23,2.72,9.8,26.7,-96.0,4682745,3.9,9.8,23.0,42.8,69.0
Tank Bigsby,RB,57,25,4.06,11.4,46.1,-96.4,4429013,7.9,19.4,40.9,75.1,120.9
Mitchell Evans,TE,55,23,2.14,12.8,27.4,-96.4,4683243,7.9,14.5,26.0,40.4,60.8
Nick Westbrook-Ikhine,WR,101,29,3.68,12.4,45.5,-96.5,3929785,9.7,21.6,43.2,75.5,115.1
MarShawn Lloyd,RB,58,25,4.05,11.4,46.0,-96.6,4429023,46.2,46.2,46.2,46.2,46.2
John Bates,TE,56,29,2.1,12.8,26.8,-96.9,4048228,7.7,14.7,26.7,40.4,59.4
George Holani,RB,69,27,2.6,9.8,25.5,-97.2,4429835,3.8,9.3,21.3,42.1,66.2
Jake Tonges,TE,58,27,2.01,12.8,25.7,-98.0,4259147,7.9,14.1,24.2,38.0,58.9
Jordan James,RB,61,22,3.9,11.4,44.3,-98.3,4685397,44.5,44.5,44.5,44.5,44.5
KeAndre Lambert-Smith,WR,130,25,1.65,10.2,16.8,-100.1,4430870,2.6,6.5,14.8,26.7,41.4
Devontez Walker,WR,131,25,1.62,10.2,16.5,-100.4,4696882,2.8,6.8,15.3,26.9,44.8
DJ Giddens,RB,73,23,2.24,9.8,22.0,-100.7,4874509,3.4,7.7,18.4,35.1,56.3
Tanner Hudson,TE,59,32,1.8,12.8,23.1,-100.7,3050481,7.3,13.0,22.2,33.8,51.7
Malik Davis,RB,74,28,2.21,9.8,21.7,-101.0,4240603,3.3,7.6,17.0,33.9,55.0
Adam Trautman,TE,60,29,1.75,12.8,22.5,-101.4,3911853,6.9,12.9,21.8,33.9,50.8
Luke Schoonmaker,TE,61,28,1.71,12.8,21.8,-101.9,4372096,6.0,11.5,20.9,32.5,52.6
Jackson Hawes,TE,62,26,1.7,12.8,21.7,-102.0,4573699,6.2,12.1,21.1,32.2,47.1
Kevin Coleman Jr.,WR,105,23,3.22,12.4,39.7,-102.2,4685307,39.9,39.9,39.9,39.9,39.9
Mo Alie-Cox,TE,63,33,1.67,12.8,21.4,-102.4,2998565,6.5,11.7,20.5,32.4,49.9
Daniel Bellinger,TE,64,26,1.63,12.8,20.9,-102.9,4361516,5.6,11.2,19.3,30.4,45.9
Elijah Sarratt,WR,106,23,3.15,12.4,38.9,-103.0,5088338,39.1,39.1,39.1,39.1,39.1
Ben Sinnott,TE,65,24,1.61,12.8,20.5,-103.2,4690923,6.3,11.5,20.1,31.1,47.1
Hollywood Brown,WR,107,29,3.13,12.4,38.7,-103.3,4241372,8.6,18.7,35.9,62.0,94.5
Jimmy Horn Jr.,WR,135,24,1.29,10.2,13.1,-103.7,4708486,2.1,5.2,11.1,21.2,34.9
Kendrick Bourne,WR,109,31,3.06,12.4,37.8,-104.2,3045523,9.5,19.4,35.5,60.8,90.6
Jeremy Ruckert,TE,66,26,1.52,12.8,19.4,-104.3,4361372,5.6,10.9,18.9,29.2,42.5
Luke Musgrave,TE,67,26,1.5,12.8,19.1,-104.6,4428085,5.5,10.4,18.2,28.5,44.1
Durham Smythe,TE,68,31,1.43,12.8,18.3,-105.5,3052897,5.2,9.7,17.8,27.2,40.6
Luke McCaffrey,WR,137,25,1.1,10.2,11.2,-105.7,4426948,1.9,4.6,10.3,18.8,30.5
Dyami Brown,WR,110,27,2.88,12.4,35.5,-106.4,4361577,7.9,17.6,35.8,59.7,90.1
Anthony Gould,WR,140,25,0.99,10.2,10.0,-106.8,4429684,1.6,4.2,9.3,16.4,26.1
Isaiah Davis,RB,62,24,3.14,11.4,35.7,-106.9,4695404,5.5,14.2,30.8,58.8,89.4
Kalif Raymond,WR,112,32,2.83,12.4,35.0,-107.0,2973405,7.9,17.5,33.8,60.1,89.8
Greg Dortch,WR,144,28,0.83,10.2,8.4,-108.4,4037235,1.5,3.7,8.1,14.2,22.8
Cyrus Allen,WR,115,23,2.7,12.4,33.3,-108.6,4912218,33.5,33.5,33.5,33.5,33.5
Davis Allen,TE,69,25,1.18,12.8,15.1,-108.7,4426553,4.4,8.4,14.7,22.2,32.4
Jaydon Blue,RB,63,22,2.93,11.4,33.3,-109.3,4685279,33.4,33.4,33.4,33.4,33.4
Skyler Bell,WR,116,24,2.62,12.4,32.4,-109.6,4683153,32.5,32.5,32.5,32.5,32.5
Nate Boerkircher,TE,72,25,1.11,12.8,14.3,-109.6,4686248,14.2,14.2,14.2,14.2,14.2
Payne Durham,TE,73,26,1.11,12.8,14.2,-109.6,4372505,4.6,8.1,13.8,21.1,30.5
Emmett Johnson,RB,64,23,2.87,11.4,32.6,-110.0,4832955,32.7,32.7,32.7,32.7,32.7
Bryce Lance,WR,117,24,2.59,12.4,32.0,-110.0,4879276,32.1,32.1,32.1,32.1,32.1
Jordan Whittington,WR,118,26,2.55,12.4,31.5,-110.5,4569382,6.9,14.6,29.0,52.2,80.9
Derius Davis,WR,147,26,0.61,10.2,6.2,-110.7,4362477,1.2,2.6,5.8,10.3,16.6
LeQuint Allen Jr.,RB,65,22,2.79,11.4,31.7,-110.9,4911851,5.1,12.3,28.0,51.8,80.9
Malachi Corley,WR,153,24,0.54,10.2,5.5,-111.4,4613104,1.0,2.3,5.2,8.9,14.4
Kyle Juszczyk,RB,66,35,2.74,11.4,31.1,-111.5,16002,4.9,11.3,27.3,50.4,75.9
Joe Royer,TE,75,24,0.96,12.8,12.3,-111.5,4565859,12.3,12.3,12.3,12.3,12.3
Jahdae Walker,WR,156,24,0.5,10.2,5.1,-111.8,5160110,0.8,2.1,4.7,8.4,13.7
Darius Cooper,WR,158,25,0.49,10.2,5.0,-111.9,4715355,0.9,1.9,4.4,8.1,12.7
Chris Brooks,RB,68,26,2.69,11.4,30.5,-112.1,3149687,4.3,12.2,26.7,48.4,76.9
Laquon Treadwell,WR,159,31,0.47,10.2,4.8,-112.1,3051889,0.8,2.0,4.4,8.1,12.2
Cedric Tillman,WR,163,26,0.43,10.2,4.4,-112.5,4369863,0.8,1.9,4.2,7.5,11.6
Joe Flacco,QB,38,41,0.84,8.6,7.2,-112.7,11252,1.1,2.6,5.7,11.4,15.1
Kimani Vidal,RB,71,25,2.42,11.2,27.0,-113.1,4430968,4.3,11.7,24.6,40.8,59.3
Justin Fields,QB,42,27,0.77,8.6,6.6,-113.3,4362887,1.0,2.3,5.7,10.8,14.3
Marcus Mariota,QB,47,33,0.73,8.6,6.2,-113.7,2576980,0.9,2.2,5.1,9.9,13.6
Jonah Coleman,RB,70,23,2.53,11.4,28.8,-113.9,4702555,28.8,28.8,28.8,28.8,28.8
Spencer Rattler,QB,52,26,0.69,8.6,5.9,-114.0,4426339,0.9,2.0,4.8,9.3,12.4
Mac Jones,QB,55,28,0.66,8.6,5.7,-114.3,4241464,0.8,1.9,4.5,8.9,12.0
Troy Franklin,WR,108,23,3.12,13.8,43.1,-115.1,4431280,14.8,29.1,43.0,56.6,71.1
Zavion Thomas,WR,119,22,2.15,12.4,26.5,-115.4,4869748,26.7,26.7,26.7,26.7,26.7
Luke Farrell,TE,77,29,0.61,12.8,7.8,-116.0,4040612,2.4,4.4,7.5,11.5,16.8
Jaylin Lane,WR,120,24,2.1,12.4,26.0,-116.1,4602667,6.1,12.9,26.3,43.2,65.6
Xavier Hutchinson,WR,121,26,2.08,12.4,25.7,-116.3,4686422,5.7,12.7,25.8,43.7,66.0
Sean Tucker,RB,72,25,2.31,11.4,26.2,-116.4,4430871,4.1,10.0,23.3,42.7,66.3
Malachi Fields,WR,122,23,2.07,12.4,25.6,-116.4,4682648,25.7,25.7,25.7,25.7,25.7
Max Klare,TE,78,23,0.56,12.8,7.2,-116.6,4833029,7.2,7.2,7.2,7.2,7.2
Justin Joly,TE,79,22,0.54,12.8,7.0,-116.9,4912052,6.9,6.9,6.9,6.9,6.9
Brevyn Spann-Ford,TE,80,27,0.54,12.8,6.9,-116.9,4360967,2.0,3.7,6.7,10.6,15.8
Tanner Koziol,TE,81,23,0.53,12.8,6.7,-117.0,4917427,6.8,6.8,6.8,6.8,6.8
CJ Dippre,TE,82,24,0.53,12.8,6.8,-117.0,4596545,6.8,6.8,6.8,6.8,6.8
Ko Kieft,TE,83,28,0.53,12.8,6.7,-117.0,4034779,6.8,6.8,6.8,6.8,6.8
Oscar Delp,TE,84,23,0.51,12.8,6.6,-117.2,4702559,6.5,6.5,6.5,6.5,6.5
Sam Roush,TE,85,23,0.51,12.8,6.6,-117.2,4685504,6.5,6.5,6.5,6.5,6.5
Marlin Klein,TE,87,24,0.51,12.8,6.5,-117.2,4695705,6.5,6.5,6.5,6.5,6.5
Matthew Hibner,TE,88,24,0.51,12.8,6.5,-117.2,4432260,6.5,6.5,6.5,6.5,6.5
Drew Ogletree,TE,90,28,0.51,12.8,6.5,-117.2,4722908,1.9,3.5,6.2,9.7,14.1
Josh Cuevas,TE,91,23,0.51,12.8,6.5,-117.2,4876132,6.5,6.5,6.5,6.5,6.5
Odell Beckham Jr.,WR,123,34,1.99,12.4,24.6,-117.4,16733,24.7,24.7,24.7,24.7,24.7
Tip Reiman,TE,92,25,0.49,12.8,6.3,-117.5,4696700,6.3,6.3,6.3,6.3,6.3
Charlie Woerner,TE,93,29,0.49,12.8,6.2,-117.5,4035020,1.8,3.3,6.1,9.5,14.4
Johnny Mundt,TE,94,32,0.48,12.8,6.1,-117.6,3052096,1.9,3.5,5.9,9.3,14.1
Olamide Zaccheaus,WR,124,29,1.97,12.4,24.3,-117.7,3917914,5.1,11.7,23.4,39.3,59.8
Dont'e Thornton Jr.,WR,125,24,1.97,12.4,24.3,-117.7,4432775,5.3,12.1,24.0,38.7,59.0
Ian Thomas,TE,95,30,0.47,12.8,6.1,-117.8,4045305,1.9,3.3,5.9,8.9,13.1
Ray Davis,RB,75,27,2.18,11.4,24.8,-117.9,4429501,4.0,10.2,21.9,40.3,63.0
Ollie Gordon II,RB,76,22,2.18,11.4,24.7,-117.9,4711533,3.8,9.6,21.3,39.3,59.6
Jack Stoll,TE,96,28,0.46,12.8,5.9,-117.9,4034862,1.8,3.2,5.5,9.0,13.2
Isaiah Bond,WR,126,22,1.9,12.4,23.4,-118.5,4808839,5.6,11.4,22.8,39.6,59.4
Patrick Ricard,RB,100,32,0.41,9.8,4.0,-118.7,2975417,0.6,1.4,3.3,6.6,10.1
Kaleb Johnson,RB,101,23,0.3,9.8,2.9,-119.8,4819231,0.5,1.1,2.4,5.0,7.9
Konata Mumpfield,WR,127,24,1.77,12.4,21.9,-120.2,4710855,4.7,10.4,20.6,34.1,52.9
Mack Hollins,WR,128,33,1.71,12.4,21.1,-120.9,2991662,4.3,9.7,20.3,35.9,53.5
Brenen Thompson,WR,129,23,1.71,12.4,21.2,-120.9,4685553,21.2,21.2,21.2,21.2,21.2
Jameis Winston,QB,56,32,0.65,9.1,5.9,-121.0,2969939,0.7,2.1,4.8,9.8,11.1
Chris Manhertz,TE,97,34,0.22,12.8,2.8,-121.0,2531358,0.8,1.5,2.7,4.3,6.1
Kaelon Black,RB,77,25,1.81,11.4,20.6,-122.1,4696044,20.6,20.6,20.6,20.6,20.6
Chimere Dike,WR,132,25,1.6,12.4,19.7,-122.3,4431268,3.8,8.7,18.2,31.0,47.0
Emanuel Wilson,RB,78,27,1.66,11.4,18.9,-123.8,4887558,2.9,7.1,15.7,30.1,46.2
Will Shipley,RB,79,24,1.66,11.4,18.8,-123.8,4431545,2.7,6.9,15.6,30.5,47.7
Kyle Williams,WR,133,24,1.4,12.4,17.3,-124.7,4613202,3.9,8.9,16.5,28.0,42.8
Adam Randall,RB,80,22,1.55,11.4,17.6,-125.1,4685526,17.7,17.7,17.7,17.7,17.7
Hunter Luepke,RB,81,26,1.53,11.4,17.4,-125.3,4383396,2.7,6.6,14.7,27.0,42.6
Demond Claiborne,RB,82,23,1.48,11.4,16.8,-125.9,4832846,16.9,16.9,16.9,16.9,16.9
Tez Johnson,WR,134,24,1.3,12.4,16.1,-126.0,4608810,3.4,7.4,15.1,26.4,39.9
Mitchell Tinsley,WR,136,27,1.19,12.4,14.7,-127.3,4690070,3.2,6.7,13.9,24.3,37.0
Jalen Royals,WR,138,23,1.08,12.4,13.4,-128.7,5082630,13.4,13.4,13.4,13.4,13.4
Tyrell Shavers,WR,139,27,1.04,12.4,12.9,-129.2,4241476,2.9,6.3,12.5,21.9,31.7
Nicholas Singleton,RB,83,22,1.18,11.4,13.4,-129.3,4685555,13.5,13.5,13.5,13.5,13.5
Devin Singletary,RB,84,29,1.18,11.4,13.5,-129.3,4040761,2.5,5.5,11.9,22.6,35.6
Tahj Brooks,RB,85,24,1.16,11.4,13.1,-129.5,4429299,1.9,4.8,11.0,20.8,32.5
Tyler Badie,RB,86,26,1.13,11.4,12.8,-129.8,4362748,2.0,5.1,11.5,20.8,32.5
Calvin Austin III,WR,141,27,0.95,12.4,11.8,-130.3,4243389,2.8,5.8,11.2,19.6,29.1
Elic Ayomanor,WR,142,23,0.94,12.4,11.6,-130.4,4883647,2.3,5.3,10.9,18.7,28.4
Malik Benson,WR,143,24,0.93,12.4,11.5,-130.6,5150247,11.5,11.5,11.5,11.5,11.5
Kaytron Allen,RB,87,23,0.95,11.4,10.8,-131.9,4685246,10.8,10.8,10.8,10.8,10.8
Seth McGowan,RB,88,25,0.94,11.4,10.7,-132.0,4686468,10.7,10.7,10.7,10.7,10.7
Alec Ingold,RB,89,30,0.93,11.4,10.6,-132.1,3917668,1.4,3.9,8.8,17.0,25.1
Trevor Etienne,RB,90,22,0.89,11.4,10.1,-132.6,4685350,1.5,3.8,8.5,16.4,24.8
Ben Skowronek,WR,145,29,0.71,12.4,8.8,-133.3,4035656,1.8,4.2,8.4,14.9,22.1
Bo Melton,WR,146,27,0.67,12.4,8.3,-133.8,4259305,1.8,4.0,8.1,14.2,21.1
Xavier Smith,WR,148,29,0.6,12.4,7.4,-134.7,4386544,1.7,3.6,7.0,12.0,17.4
Isaiah Williams,WR,149,25,0.6,12.4,7.4,-134.7,4569371,1.6,3.5,7.0,12.0,18.1
Colbie Young,WR,150,24,0.59,12.4,7.3,-134.8,5092508,7.3,7.3,7.3,7.3,7.3
CJ Daniels,WR,151,24,0.58,12.4,7.2,-134.9,4605951,7.2,7.2,7.2,7.2,7.2
Demarcus Robinson,WR,152,32,0.58,12.4,7.2,-134.9,3043116,1.4,3.3,6.7,11.3,17.6
Justin Watson,WR,154,30,0.53,12.4,6.5,-135.5,3118892,6.6,6.6,6.6,6.6,6.6
Jonathan Mingo,WR,155,25,0.52,12.4,6.4,-135.7,4426485,6.4,6.4,6.4,6.4,6.4
Tai Felton,WR,157,23,0.5,12.4,6.2,-135.9,4565185,1.4,3.2,6.0,10.4,15.0
Adam Prentice,RB,91,29,0.57,11.4,6.5,-136.2,3929914,0.9,2.2,5.5,10.4,15.7
Connor Heyward,RB,92,27,0.56,11.4,6.3,-136.3,4241961,1.0,2.2,5.4,9.9,15.5
Michael Burton,RB,93,34,0.56,11.4,6.3,-136.3,2515270,6.4,6.4,6.4,6.4,6.4
Barion Brown,WR,160,23,0.46,12.4,5.7,-136.4,4698597,5.7,5.7,5.7,5.7,5.7
Reggie Virgil,WR,161,22,0.45,12.4,5.5,-136.5,4869132,5.6,5.6,5.6,5.6,5.6
Brycen Tremayne,WR,162,27,0.45,12.4,5.6,-136.5,4360763,1.2,2.7,5.3,9.3,14.0
Max Bredeson,RB,94,24,0.51,11.4,5.8,-136.9,4878695,5.8,5.8,5.8,5.8,5.8
Kendre Miller,RB,95,24,0.46,11.4,5.2,-137.5,4599739,5.2,5.2,5.2,5.2,5.2
Andrew Beck,RB,96,30,0.46,11.4,5.2,-137.5,3125107,0.8,2.0,4.4,8.3,13.0
Jawhar Jordan,RB,97,27,0.44,11.4,5.0,-137.7,4429939,5.0,5.0,5.0,5.0,5.0
Riley Nowakowski,RB,98,24,0.44,11.4,5.0,-137.7,4693370,5.0,5.0,5.0,5.0,5.0
Reggie Gilliam,RB,99,29,0.43,11.4,4.9,-137.8,4039505,0.7,1.9,4.1,7.7,12.0
Kaden Wetjen,WR,164,24,0.31,12.4,3.9,-138.3,5081338,3.8,3.8,3.8,3.8,3.8
Arian Smith,WR,165,25,0.23,12.4,2.8,-139.3,4429105,0.7,1.4,2.7,4.6,6.9
Kameron Johnson,WR,166,24,0.13,12.4,1.6,-140.5,5097554,0.3,0.8,1.6,2.6,4.0
British Brooks,RB,102,27,0.13,11.4,1.5,-141.2,4373273,0.2,0.6,1.3,2.5,3.7
Nick Mullens,QB,39,31,0.81,12.6,10.3,-165.6,3059989,10.2,10.2,10.2,10.2,10.2
Tyson Bagent,QB,40,26,0.78,12.6,9.9,-165.9,4434153,9.8,9.8,9.8,9.8,9.8
Jarrett Stidham,QB,41,30,0.78,12.6,9.8,-165.9,3892775,9.8,9.8,9.8,9.8,9.8
Jake Browning,QB,43,30,0.77,12.6,9.8,-166.1,3886812,9.7,9.7,9.7,9.7,9.7
Tanner McKee,QB,45,26,0.75,12.6,9.5,-166.3,4685201,9.4,9.4,9.4,9.4,9.4
Tommy DeVito,QB,46,28,0.73,12.6,9.2,-166.6,4240391,9.2,9.2,9.2,9.2,9.2
Kenny Pickett,QB,49,28,0.71,12.6,9.0,-166.8,4240703,8.9,8.9,8.9,8.9,8.9
Riley Leonard,QB,50,24,0.71,12.6,9.0,-166.8,4683423,8.9,8.9,8.9,8.9,8.9
Tyrod Taylor,QB,51,37,0.7,12.6,8.9,-166.9,14163,8.8,8.8,8.8,8.8,8.8
Sam Howell,QB,53,26,0.69,12.6,8.7,-167.1,4426875,8.7,8.7,8.7,8.7,8.7
Trey Lance,QB,54,26,0.67,12.6,8.5,-167.3,4383351,8.4,8.4,8.4,8.4,8.4
Tyler Huntley,QB,57,28,0.64,12.6,8.1,-167.7,4035671,8.1,8.1,8.1,8.1,8.1
Kyle Allen,QB,58,30,0.62,12.6,7.8,-168.0,3115293,7.8,7.8,7.8,7.8,7.8
Davis Mills,QB,59,28,0.61,12.6,7.8,-168.1,4242546,7.7,7.7,7.7,7.7,7.7
Mitchell Trubisky,QB,60,32,0.61,12.6,7.7,-168.1,3039707,7.7,7.7,7.7,7.7,7.7
Drew Lock,QB,61,30,0.6,12.6,7.6,-168.2,3924327,7.6,7.6,7.6,7.6,7.6
Gardner Minshew II,QB,62,30,0.6,12.6,7.6,-168.2,4038524,7.6,7.6,7.6,7.6,7.6
Quinn Ewers,QB,64,23,0.56,12.6,7.1,-168.7,4889929,7.1,7.1,7.1,7.1,7.1
Ty Simpson,QB,44,24,0.75,13.3,9.9,-175.6,4685522,10.0,10.0,10.0,10.0,10.0
